Id,ManufacturerId,MakeId
311,1204,620
312,1193,621
313,1194,622
314,1195,623
315,1191,624
316,1205,625
317,1188,626
318,1206,627
319,1187,628
320,1207,629
321,1184,631
322,1186,632
323,1208,630
324,1209,633
325,1211,634
327,1213,636
328,1214,637
329,1215,638
330,1216,639
331,1217,640
332,1218,641
333,1219,642
334,1220,643
335,1221,644
336,1182,645
337,1222,646
338,1180,647
339,1223,648
340,1224,649
341,1225,650
342,1226,651
343,1227,652
344,1228,653
345,1229,654
346,1230,655
347,1231,656
348,1232,657
349,1233,658
350,1234,659
351,1185,660
352,1235,661
353,1237,662
354,1238,663
355,1239,664
356,1240,665
357,1241,666
358,1242,667
359,1243,668
360,1244,669
361,1245,670
363,1246,672
364,1179,673
365,1178,674
366,1177,675
367,1247,676
368,1248,677
369,1249,678
370,1250,679
371,1253,681
372,1254,682
373,1255,683
374,1256,684
375,1258,685
377,1259,687
378,1260,688
379,1261,689
380,1262,690
381,1264,691
382,1265,693
383,1267,694
384,1268,695
385,1270,697
386,1272,699
387,1273,700
388,1274,701
389,1271,698
390,1276,703
391,1275,702
393,1279,707
394,1280,708
395,1281,709
396,1278,705
397,1282,710
398,1284,711
399,1285,712
401,1287,714
402,1288,715
403,1289,716
404,1290,717
405,1291,718
406,1292,719
407,1293,720
408,1294,721
410,1296,723
411,1297,724
412,1298,725
414,1269,696
415,1252,680
416,10509,726
417,6518,727
418,9906,729
419,7167,728
420,5833,734
421,1470,735
422,7755,736
423,7456,738
424,3533,739
425,11595,740
426,13326,737
427,11976,741
428,1620,742
429,11561,743
430,10956,744
431,7983,745
432,4702,746
433,8690,747
434,6723,748
435,9522,749
436,6314,750
437,9730,752
438,1300,753
440,7391,755
442,6575,755
443,6751,756
444,12068,754
445,8709,757
446,12265,759
447,7833,758
448,11406,760
449,7892,761
450,10486,762
451,9765,763
452,11414,764
453,8654,767
454,12263,768
455,7834,769
456,11402,770
457,7439,771
458,7590,772
459,13330,773
460,6240,774
461,7190,775
462,12038,776
463,6716,777
464,9197,778
465,9339,779
466,10953,780
467,6218,781
468,9757,782
469,10019,783
470,10037,784
471,13331,514
472,10016,785
473,6195,786
474,8724,787
475,5072,792
476,6177,795
477,9841,796
478,9824,797
479,6580,806
480,6634,807
481,8953,808
482,7053,809
483,4523,811
484,8637,813
485,7043,814
486,6072,815
487,9833,816
488,11342,817
489,1575,818
490,9129,819
491,6651,820
492,8951,821
493,7897,822
494,10689,823
495,6532,824
496,7493,825
497,12057,826
499,12157,828
500,6083,829
501,6663,831
502,7578,832
503,9435,833
504,6463,834
505,7402,836
506,11792,837
510,7866,840
511,7483,841
513,7368,843
514,11653,844
516,13333,509
517,13333,847
518,13333,481
519,10119,848
520,6316,849
521,10769,850
522,12045,851
523,9309,852
524,1678,853
525,9103,854
526,10215,855
527,10218,856
528,2235,859
529,11811,860
530,1641,861
531,11124,862
532,1347,863
533,8757,864
534,7012,865
535,7272,866
536,6359,867
537,10677,868
538,12044,878
539,10640,880
540,7905,881
541,7226,882
542,2721,883
543,7902,884
544,6067,885
545,11137,886
546,12997,887
547,1474,888
548,7162,889
550,6726,891
551,12161,893
552,9157,894
553,11588,895
555,6976,879
556,7766,898
558,6635,901
559,7438,902
560,8522,903
561,13339,904
563,13336,890
576,12031,906
577,12031,918
578,12031,919
580,9034,839
582,1593,923
583,10229,925
584,6602,927
585,7967,928
587,10637,934
588,6715,935
589,12231,936
590,10319,937
591,5861,938
592,11287,939
593,7055,940
594,11332,941
595,11202,942
596,6478,943
597,9264,946
598,12089,944
600,11865,921
601,10238,945
602,6977,931
603,9960,947
604,7063,950
605,9282,970
606,12045,971
607,9001,985
608,9001,987
609,8445,994
610,13341,997
612,10570,953
613,12175,954
614,11166,960
615,8869,966
616,7716,967
617,6673,968
618,6387,969
619,11932,972
620,4270,973
621,8867,974
622,5144,975
623,12067,976
624,6717,978
625,10910,979
626,9852,980
627,6725,981
628,7572,982
629,9273,983
630,1313,984
631,6373,988
632,12112,989
633,9127,998
634,6375,991
635,11172,995
636,9514,996
637,10399,1000
638,12174,999
639,6265,1001
640,9557,1002
641,6150,1004
642,1488,1006
643,6139,1007
644,6432,1008
645,9838,1009
646,6770,1011
647,13342,1015
648,13342,1013
649,13342,1012
650,13343,1016
651,7223,1017
652,9825,1018
653,8942,1019
654,6170,1021
655,7697,1022
656,12971,1023
657,6147,1024
658,6617,1025
659,6848,1026
660,6938,1027
661,10261,1028
662,6704,1029
663,10724,1030
664,11874,1031
665,7849,1032
668,1511,1035
669,8516,1036
670,7832,1039
671,6271,1040
672,10044,1042
673,8526,1044
674,6627,1046
675,6336,1047
676,7627,1049
677,12937,1055
678,12267,1058
679,9277,1057
680,6400,1060
681,11773,1061
682,9835,1062
684,8600,1063
685,11505,1065
686,5845,1070
687,8924,1071
688,9262,1072
689,7037,1073
690,7767,1074
692,9247,1079
693,10264,1080
694,8501,1081
695,10948,1082
696,6122,1083
697,13344,1084
698,13181,1085
699,12084,1087
700,7411,1088
701,13345,1057
702,7054,1089
703,7715,1090
704,11798,1092
705,6973,1093
706,8849,1094
707,6219,1095
708,6340,1097
709,11329,1096
710,6899,1098
711,6846,1100
712,6369,1101
713,7019,1103
716,9110,1107
717,13101,1109
720,9280,1111
721,6159,1112
722,12248,1113
723,13346,1114
724,7939,1115
725,7733,1116
726,13347,1117
727,7264,1118
728,6791,1119
729,6823,1120
730,1494,1122
731,1494,1123
732,9959,1126
733,6136,1127
734,12268,1128
736,10323,1130
737,6895,1131
738,1519,1132
739,7104,1133
740,7613,1135
741,6402,1137
742,10521,1140
743,6863,1138
744,6863,1055
745,10169,1142
746,11969,1145
747,11610,1147
748,6926,1148
749,8944,1149
750,6261,1150
751,12481,1151
752,6700,1155
753,7355,1159
754,8717,1163
755,7191,1164
756,10502,1172
757,12143,1173
758,8679,1175
759,9156,1176
760,12090,1178
761,10439,1179
762,10561,1184
763,12488,1185
764,11810,1186
766,9313,1193
767,9542,1195
768,7858,1196
769,11802,1201
771,10496,1206
773,10776,1208
774,7792,1212
775,7370,1211
776,7398,1214
777,10949,1218
779,9286,1220
780,11761,1222
781,10501,1223
782,6909,1224
783,4787,1225
784,13354,1226
785,7809,1228
786,9843,1229
787,9150,1230
788,6364,1231
789,6817,1233
790,6625,1234
791,11884,1235
792,8929,1237
793,9363,1238
794,6190,1240
795,1366,1241
796,9793,1243
797,9740,1244
798,7884,1245
799,13206,1247
800,9120,1248
801,7365,1249
802,13355,1251
803,7394,1253
804,8487,1258
805,13356,1256
808,9759,1259
809,6779,1261
810,6411,1284
811,7867,1286
813,6934,1288
814,12121,1289
815,9828,1293
816,8902,1294
817,11136,1296
818,13361,1299
819,13361,1305
820,9665,1306
821,9987,1308
822,9911,1310
823,13360,1295
824,4838,1312
825,9503,1313
826,10969,1315
827,11981,1316
830,11376,1321
831,9144,1322
832,6724,1330
833,6260,1332
834,6986,1333
835,11391,1335
836,8680,1355
837,13363,1352
841,11199,1370
842,7428,1369
843,1717,1371
844,11163,1372
845,11366,1375
846,11566,1376
847,12294,1377
848,9279,1380
849,11289,1381
850,11832,1382
852,6173,1384
853,7731,1385
854,6870,1386
855,10775,1387
857,7668,1388
858,10785,1392
859,10438,1396
860,13367,1405
861,10479,1404
862,10479,1379
863,7058,1379
864,7058,1404
865,7410,1409
867,7719,1415
868,11857,1418
869,11565,1419
870,7758,1421
871,7968,1426
872,1471,1428
873,6877,1429
874,9090,1430
875,10418,1391
876,11777,1436
877,6705,1437
878,1688,1438
879,7075,1439
880,7409,1440
881,9068,1441
882,7965,1442
883,7442,1443
884,1639,1445
885,11403,1446
886,12168,1447
887,6658,1450
888,7426,1449
889,12087,1451
890,10777,1452
891,12158,1462
892,6178,1467
893,9283,1468
894,11575,1470
895,12189,1473
897,11900,1476
899,7069,1479
900,1685,1480
901,11927,1484
902,6877,1485
903,6669,1487
904,11750,1489
905,12081,1490
906,10022,1491
907,10460,1492
908,11909,1493
909,1096,1494
910,9531,1495
912,6686,1497
913,10011,1500
914,9751,1501
915,8918,1502
916,11783,1503
917,2205,1504
918,11606,1506
919,2197,1508
920,1669,1509
921,6513,1512
922,1968,1514
923,9439,1517
924,7267,1518
925,7267,1519
926,7267,1520
927,8509,1516
928,10484,1510
929,9771,1507
930,10031,1521
931,7278,1524
932,12513,1526
933,12855,1527
934,9196,1535
935,8453,1536
936,7482,1537
938,12214,1541
939,11148,1544
940,11499,1548
941,7233,1549
942,6979,1551
943,1552,1552
944,6317,1553
945,12326,1550
946,10623,1554
947,8541,1555
948,9840,1556
949,8824,1557
950,1739,956
951,6703,1561
953,11127,1564
955,6755,1565
956,9081,1566
957,11961,1567
958,9507,1547
959,9497,1568
960,12754,1570
961,9685,1571
963,6032,1572
964,1440,1573
965,7864,1574
966,9094,1575
967,7091,1591
968,1655,1576
969,8688,1582
970,6741,1592
971,11580,1578
972,12618,1579
974,13369,1542
975,9314,1593
976,7773,1594
977,6632,1595
979,11171,1505
980,6807,1596
981,12872,1597
982,10693,1581
983,11646,1583
985,9088,1602
986,9990,1601
988,7656,1604
989,11375,1603
990,1667,1605
991,9267,1606
992,7799,1607
993,6214,1608
996,6981,1609
997,4268,1586
998,6408,1585
999,1493,1580
1000,10675,1610
1001,9555,1611
1002,6768,1612
1003,6699,1613
1004,10005,1614
1005,9966,1615
1006,7972,1616
1007,1643,1617
1008,12120,1618
1009,10748,1621
1010,4720,1622
1011,10779,1623
1013,7900,1625
1014,10154,1626
1015,11177,1627
1016,10064,1515
1017,966,456
1018,973,457
1019,974,458
1020,978,473
1021,984,471
1022,984,536
1023,984,542
1024,984,572
1025,984,951
1026,984,1056
1028,984,1077
1029,984,1124
1030,984,1146
1032,985,491
1034,985,522
1035,985,524
1036,985,525
1037,985,526
1038,987,475
1039,988,475
1041,990,475
1043,994,482
1044,994,492
1045,994,497
1046,995,483
1047,995,492
1048,995,497
1049,996,467
1050,996,480
1051,997,480
1052,999,480
1053,1000,478
1054,1002,482
1055,1002,483
1056,1002,492
1057,1002,497
1058,1015,485
1059,1024,450
1060,1028,491
1061,1033,495
1062,1043,449
1063,1048,510
1064,1055,491
1065,1055,522
1066,1055,524
1067,1055,525
1068,1055,526
1069,1062,467
1070,1064,491
1071,1064,522
1072,1064,524
1073,1064,525
1074,1064,526
1075,1073,520
1076,1074,491
1077,1078,491
1078,1078,522
1079,1078,524
1080,1078,526
1081,1079,442
1082,1085,515
1084,1128,562
1085,1129,563
1086,1132,595
1087,1149,582
1090,1173,543
1092,1215,608
1093,1433,920
1094,1450,1162
1095,1457,1347
1096,1463,1412
1097,1466,1324
1098,1478,482
1099,1509,1358
1100,1530,1471
1103,1572,1327
1104,1574,1402
1105,1595,962
1106,1629,1302
1107,1634,1246
1108,1645,1340
1109,1696,959
1110,1700,1406
1111,1705,1533
1112,1747,965
1113,1837,1460
1114,2011,790
1115,2154,1200
1116,2158,1266
1118,2234,859
1119,2244,1213
1121,3492,732
1122,4243,1086
1123,4274,793
1124,4277,1281
1125,4368,542
1126,4600,1431
1127,4774,872
1128,4859,1194
1129,5035,1543
1130,5177,810
1131,5338,1334
1132,5496,1395
1133,5533,1422
1134,5835,1168
1135,5837,1048
1136,6046,1285
1137,6055,1014
1138,6098,1203
1139,6099,1215
1140,6106,1158
1141,6118,1399
1142,6157,986
1143,6164,1331
1145,6213,713
1146,6224,649
1147,6259,1298
1148,6306,1076
1149,6348,1511
1150,6351,1160
1151,6390,1459
1152,6406,1513
1153,6422,1066
1154,6433,875
1155,6483,1458
1156,6489,874
1157,6514,1141
1158,6521,804
1159,6545,1059
1160,6546,1478
1161,6616,1323
1162,6622,1242
1163,6643,1389
1164,6653,1282
1165,6661,964
1166,6666,1481
1167,6675,1393
1168,6678,1353
1169,6688,812
1170,6706,1292
1171,6707,876
1172,6710,1216
1173,6714,1209
1174,6773,1157
1175,6801,1359
1176,6802,1227
1177,6826,1010
1178,6845,1045
1179,6887,949
1180,6888,1304
1181,6915,1482
1182,6924,1398
1183,7008,932
1184,7009,1264
1185,7020,722
1186,7026,1373
1187,7026,1390
1188,7064,1239
1190,7072,1197
1191,7073,751
1192,7074,704
1193,7097,1110
1194,7125,1250
1196,7152,1360
1197,7159,1364
1198,7170,1401
1199,7195,1105
1200,7221,1529
1201,7234,1337
1202,7261,791
1203,7262,869
1204,7318,1354
1205,7362,1472
1206,7371,977
1207,7374,1174
1208,7380,1427
1209,7421,1041
1210,7423,1366
1211,7430,766
1212,7440,1338
1213,7445,1167
1214,7452,1469
1216,7467,1532
1217,7479,1464
1218,7493,823
1219,7541,1217
1220,7559,1064
1221,7579,1154
1222,7629,957
1223,7637,871
1225,7657,990
1226,7691,933
1227,7721,922
1229,7743,1276
1230,7751,1270
1231,7761,1202
1232,7764,1177
1233,7768,955
1234,7818,1051
1235,7818,1052
1236,7818,1053
1237,7836,948
1238,7852,963
1239,7855,1455
1240,7941,930
1242,8444,1488
1244,8611,896
1245,8633,1457
1246,8642,1344
1247,8653,1349
1248,8665,1465
1249,8697,788
1250,8702,1267
1251,8710,870
1252,8727,1341
1254,8812,469
1255,8812,472
1256,8812,536
1257,8850,1005
1258,8856,1272
1259,8857,805
1260,8877,1273
1261,8883,1187
1262,8884,1180
1263,8900,1466
1264,8911,1424
1265,8914,1171
1266,8930,1420
1267,8934,1067
1268,8985,1423
1269,8987,1414
1270,9036,1461
1271,9098,1329
1272,9119,1108
1273,9132,1136
1274,9193,1325
1275,9244,1433
1276,9255,1210
1277,9263,1486
1278,9303,1139
1279,9359,1326
1280,9368,1099
1281,9440,799
1282,9460,1198
1283,9470,1290
1284,9502,1361
1285,9506,1356
1286,9529,1345
1287,9534,1343
1290,9707,1546
1291,9758,1311
1292,9827,1350
1293,9839,1038
1294,9846,1531
1295,9902,1408
1296,9961,1403
1297,9986,1255
1298,10043,1279
1299,10051,1236
1300,10055,1280
1301,10058,1091
1302,10173,1357
1303,10253,1342
1304,10266,1277
1305,10320,958
1306,10411,802
1307,10434,1265
1309,10547,1562
1310,10563,1204
1311,10634,1170
1312,10667,961
1313,10701,993
1314,10753,1283
1315,10781,1432
1316,10833,1190
1317,10880,1043
1318,10935,1254
1319,10942,1143
1320,10945,801
1321,10947,1413
1322,10955,1474
1323,10959,1483
1324,10978,1339
1325,10980,730
1327,11092,1545
1328,11116,1367
1329,11130,1262
1330,11156,1434
1331,11218,1463
1332,11237,1271
1333,11284,1020
1334,11325,794
1335,11334,857
1336,11346,1416
1337,11352,1156
1338,11369,1534
1339,11418,1003
1340,11429,1054
1341,11571,1410
1342,11574,1435
1343,11583,789
1344,11594,1307
1346,11613,1314
1347,11658,798
1348,11748,1152
1349,11752,1144
1350,11804,1523
1351,11829,1448
1352,11830,1183
1353,11863,1199
1354,11864,1444
1355,11885,1050
1356,11893,1499
1357,11898,952
1358,11906,1257
1359,11920,1346
1361,11942,1166
1362,11956,1260
1363,11957,1252
1364,11972,1191
1366,12069,1400
1368,12100,1232
1369,12108,1525
1370,12109,1161
1371,12133,731
1372,12146,1425
1373,12147,1522
1374,12154,1278
1375,12191,1301
1376,12205,1498
1377,12209,830
1378,12227,1169
1379,12235,1336
1380,12252,1188
1381,12259,1454
1382,12260,1453
1383,12279,1297
1384,12539,1319
1385,12545,900
1386,12565,800
1387,12610,1530
1388,12708,1272
1390,13048,1397
1391,13068,1456
1392,13288,950
1393,13337,892
1394,13348,1134
1395,13349,1153
1396,13350,1165
1397,13353,1192
1398,13357,1268
1399,13358,1269
1401,13362,1320
1402,13364,1362
1403,13368,1539
1404,5705,1587
1405,7843,1588
1406,5083,1590
1407,12239,1629
1408,7378,1630
1409,6176,1631
1410,6381,1632
1411,9118,1633
1412,11344,1634
1413,973,1635
1415,13370,1638
1416,6610,1637
1417,1133,1328
1418,12746,1640
1419,10729,1639
1420,1102,605
1421,6486,1641
1422,10482,1642
1423,13155,1068
1424,11379,1643
1425,11585,1645
1426,11585,1644
1427,10710,1589
1428,6183,1646
1430,4475,1649
1431,11165,1647
1432,6035,1651
1433,10116,1650
1434,11883,1653
1435,7823,1654
1437,6145,1656
1440,1363,1275
1441,8807,553
1442,1579,1661
1443,1693,1660
1444,6500,1659
1445,10970,1658
1446,13371,1657
1447,1434,1351
1449,7705,1662
1450,10760,1663
1451,5378,1664
1452,7444,1665
1453,6897,1666
1454,10239,1667
1455,12085,1668
1456,1484,1669
1457,1528,1670
1458,8668,1671
1459,1712,1672
1460,9319,1674
1461,13373,1673
1462,7405,1675
1463,1622,1676
1464,5866,1677
1465,1556,1679
1466,8708,1680
1467,12123,1681
1468,7609,1682
1469,7885,1683
1471,6564,1685
1472,6338,1686
1473,13375,1688
1474,6093,545
1475,13376,1689
1476,7065,1690
1477,7102,1691
1478,7938,1692
1479,6806,1693
1480,12104,1694
1481,7528,1695
1482,10430,1696
1483,12266,1697
1484,7249,1698
1486,7658,1700
1487,11776,1701
1488,9162,1702
1489,10001,1703
1490,7457,1704
1491,7784,1705
1492,1477,1706
1493,13377,1707
1494,1813,1708
1495,6416,1709
1496,1352,1710
1497,8935,1711
1498,6735,1712
1499,11288,1713
1500,8922,1714
1501,9768,1715
1502,8673,1716
1503,1787,1717
1504,11511,1718
1505,11233,1719
1506,10694,1720
1507,12202,1721
1508,1099,1722
1509,6642,1723
1510,12032,1724
1511,1449,1726
1513,5865,1727
1514,6921,1728
1515,7740,1729
1516,13378,1730
1517,1718,1731
1518,10462,1732
1519,10661,1733
1520,1895,1734
1522,11341,1736
1523,11358,1737
1524,10440,1738
1525,6696,1739
1526,6383,1740
1527,8535,1741
1528,6156,1742
1529,11859,1743
1530,7183,1744
1531,13379,1745
1532,1348,1746
1533,1692,1747
1534,9086,1749
1535,13380,1750
1536,6476,1751
1537,11381,1752
1538,13383,448
1539,12703,1753
1540,978,465
1541,13384,1755
1542,7312,1756
1543,10713,1757
1547,10759,1759
1548,6153,1760
1549,6301,1761
1550,9885,1762
1551,8892,1763
1552,7108,1764
1553,12098,1765
1554,9778,1766
1555,13385,1767
1556,8937,1768
1557,9915,1775
1558,10752,1769
1559,6444,1770
1560,2208,1771
1561,7517,1772
1562,6761,1773
1563,2211,1774
1564,13386,1776
1565,1564,1777
1566,10156,1778
1567,6902,1779
1568,7791,1780
1569,11373,1781
1570,976,478
1571,12228,1783
1572,8712,1784
1573,1907,1785
1574,9754,597
1575,12247,1786
1576,9688,1787
1577,7584,1788
1578,9336,1789
1579,6333,1790
1580,9454,1791
1581,7556,1792
1582,7376,1793
1583,1716,1794
1584,5256,1795
1586,9541,1796
1587,7326,1798
1588,12118,1799
1590,1719,1802
1591,6360,1803
1592,6305,1801
1593,6060,1804
1594,6480,1805
1595,6050,1806
1596,7256,1807
1597,7256,1809
1598,7547,1810
1599,8486,1808
1600,7256,1811
1601,12509,1815
1602,5830,1814
1603,10449,1813
1604,12099,1812
1605,12077,1816
1606,7564,1817
1607,12330,1818
1608,9374,1819
1609,6557,1820
1610,10861,1821
1612,7962,1824
1613,11769,1823
1614,1529,1826
1615,6759,1825
1616,4279,1827
1617,1121,1828
1618,11361,1830
1619,10870,1831
1621,10663,1833
1622,7781,1834
1623,11380,1835
1624,9490,1836
1625,6652,1839
1626,7325,1843
1627,7000,1844
1628,8878,1845
1629,10938,1837
1632,7319,1846
1633,9836,1841
1634,6820,1842
1635,6900,1847
1636,6256,1848
1639,6377,1851
1641,11933,1856
1643,6798,1853
1644,6175,1854
1645,10569,1855
1646,10155,1857
1647,6341,1858
1648,6772,1859
1650,8463,1861
1651,6762,1865
1652,10652,1866
1653,13387,1864
1654,13388,1862
1655,13389,1863
1656,7535,1867
1657,10170,1868
1658,7489,1869
1659,1483,1870
1661,6185,1872
1662,10480,1873
1664,6152,1877
1665,10658,1879
1666,7329,1880
1667,1052,528
1668,6992,1881
1669,4269,1882
1670,9623,1883
1671,6438,1884
1672,9377,1885
1673,1878,481
1674,7587,1886
1675,10519,1887
1676,10221,1888
1677,9868,1889
1679,11938,1891
1680,5956,1892
1681,7366,1893
1682,9301,1894
1683,11902,1895
1684,1344,1896
1685,2936,1897
1686,8715,1898
1687,11657,1899
1688,6384,1915
1690,5784,1901
1691,10523,1902
1692,10506,1903
1693,6330,1904
1694,10309,1905
1695,7369,1906
1696,11925,1907
1697,1684,1908
1698,3800,1911
1699,9128,1913
1700,7909,1914
1701,1444,1916
1702,9306,1917
1703,6640,1918
1705,1853,1920
1706,2139,1921
1707,13404,1922
1708,1151,1923
1710,10522,1925
1711,10442,1928
1712,7492,1929
1713,12058,1930
1714,1602,1932
1715,1336,1931
1716,6119,1933
1717,7865,1935
1718,13405,1934
1719,1361,1936
1720,7714,1937
1721,8950,1938
1722,6210,1939
1724,7602,1941
1726,6621,1943
1727,12051,1944
1728,4348,1940
1729,8692,1945
1730,6215,1946
1731,6462,1948
1732,13239,1950
1733,6430,1949
1734,10738,1951
1735,10555,1952
1736,12139,1953
1737,6826,1954
1738,1310,1955
1739,10018,1956
1740,6795,1957
1741,11662,1958
1742,6460,1959
1743,6468,1960
1744,1630,1961
1745,9338,1962
1746,12030,1963
1747,12169,1964
1748,1424,1965
1749,11770,1966
1750,11556,1967
1751,7538,1968
1752,6646,1969
1753,11203,1970
1754,10678,1971
1755,11858,1972
1756,11087,1973
1757,9767,1974
1758,6481,1975
1759,12026,1976
1760,6930,1977
1761,12025,1978
1762,11914,1979
1763,1482,1980
1764,7726,1981
1765,9148,1982
1766,1561,1983
1767,8685,1984
1768,2806,1496
1769,9288,1986
1770,11914,1987
1772,7522,1989
1775,1367,1990
1776,7330,1991
1777,7554,1993
1778,7067,1994
1779,6449,1995
1780,1661,1996
1782,12103,1999
1783,7540,2001
1784,7708,2000
1785,13408,1998
1786,1588,2003
1787,7193,2005
1788,6108,2004
1789,11150,2006
1790,13411,2007
1791,6324,2008
1793,1516,2009
1794,11934,2011
1795,11867,2012
1796,9968,2013
1797,9107,2014
1798,8650,2015
1799,6999,2016
1800,1146,1979
1801,9111,2026
1802,12115,2017
1803,10868,2019
1804,7364,2021
1805,7003,2023
1806,12136,2024
1807,1359,2025
1808,13414,2018
1809,7390,2027
1810,13416,2022
1811,7520,2028
1812,13415,2020
1813,7436,2029
1814,7525,2030
1815,9355,2031
1816,11593,2032
1817,6365,2033
1818,12055,2034
1819,11660,2035
1820,1498,2036
1821,976,1755
1822,11828,2038
1823,8893,2039
1824,8851,2040
1825,11280,2041
1826,7862,2042
1828,6203,2044
1829,10220,2045
1831,10551,2047
1832,2340,2048
1833,7710,2049
1834,7689,2050
1835,6144,2051
1836,10976,2052
1837,7472,2053
1838,1456,2054
1839,8641,2055
1840,9432,2057
1841,7510,2058
1842,13424,2059
1843,12211,2056
1845,8912,2061
1846,10209,2062
1847,13425,2063
1848,10682,2065
1849,1520,2066
1850,1520,2067
1851,1520,2068
1852,6901,2069
1853,11117,2070
1854,6647,2071
1855,7101,2072
1856,3082,2075
1857,9532,2073
1858,9532,2076
1859,9532,2077
1860,9532,2078
1861,9532,2079
1862,9532,2074
1863,12293,2080
1864,9532,2081
1865,6441,2082
1866,7921,2083
1867,10707,2084
1868,10057,2085
1869,11971,2086
1870,7046,2087
1871,9999,2088
1872,6839,2093
1873,3495,2089
1874,7044,2090
1875,6531,2091
1876,6638,2092
1877,10493,2094
1878,6552,2095
1879,8864,2096
1880,6589,2097
1881,11157,2098
1882,11926,2099
1883,7088,2100
1884,6990,2101
1885,12230,2103
1887,10699,2105
1888,6469,2106
1889,1467,2107
1890,7052,2108
1891,7923,2109
1892,9350,2110
1893,3684,2111
1894,12251,2112
1895,6629,2113
1896,7301,2114
1898,6084,2116
1899,6272,2117
1900,10700,2118
1901,6503,2119
1902,9453,2120
1903,6322,2121
1904,12171,2122
1905,3729,2123
1906,11145,2124
1907,5194,2125
1908,10164,2126
1909,7314,2127
1910,7451,2146
1911,11374,2128
1912,7783,2129
1913,10307,2130
1914,7700,2131
1915,10692,2132
1916,9831,2133
1918,11400,2135
1919,7912,2136
1920,8936,2137
1921,8455,2138
1922,11910,2139
1923,8943,2140
1924,10960,2141
1925,7534,2142
1926,1553,2143
1927,11732,2144
1928,1698,2145
1930,13443,2147
1931,10195,2148
1932,1312,2149
1933,10255,2150
1935,13430,2151
1937,11870,2153
1938,10321,2154
1939,11905,2155
1940,6778,2156
1941,7986,2157
1942,1098,474
1943,6728,2158
1944,6470,2160
1945,8520,2161
1946,10698,2162
1947,6780,2163
1948,10873,2164
1949,9830,2165
1950,9721,2166
1951,9134,2167
1952,7539,2168
1953,11122,2169
1955,12187,2170
1956,9358,2171
1957,6208,2172
1958,5862,2173
1959,10716,2175
1960,10562,2174
1961,6568,2176
1962,6515,2177
1963,10469,2178
1964,6565,2179
1965,2531,2180
1966,6223,2181
1967,12201,2182
1968,9318,2183
1969,12193,2186
1970,8634,2184
1971,11820,2187
1972,1501,2189
1973,10007,2190
1974,7989,2192
1975,11960,2193
1976,6892,2194
1977,1299,2195
1978,4252,2196
1979,13445,2197
1980,8470,2198
1981,10065,2199
1982,7475,2200
1983,12114,2201
1984,8949,2202
1985,12172,2203
