Id,MakeId,ModelId,CreatedOn,UpdatedOn
193,477,1876,NULL,NULL
194,477,1877,NULL,NULL
195,477,1878,NULL,NULL
197,456,1880,NULL,NULL
202,479,1885,NULL,NULL
203,456,1886,NULL,NULL
207,478,1890,NULL,NULL
209,476,1892,NULL,NULL
210,476,1893,NULL,NULL
211,478,1894,NULL,NULL
212,476,1895,NULL,NULL
213,476,1896,NULL,NULL
214,476,1897,NULL,NULL
215,478,1898,NULL,NULL
216,480,1899,NULL,NULL
217,480,1900,NULL,NULL
218,480,1901,NULL,NULL
219,480,1902,NULL,NULL
220,480,1903,NULL,NULL
221,478,1904,NULL,NULL
222,478,1905,NULL,NULL
223,478,1906,NULL,NULL
224,478,1907,NULL,NULL
225,480,1908,NULL,NULL
226,480,1909,NULL,NULL
227,480,1910,NULL,NULL
228,478,1911,NULL,NULL
229,478,1912,NULL,NULL
230,478,1913,NULL,NULL
231,478,1914,NULL,NULL
232,478,1915,NULL,NULL
233,478,1916,NULL,NULL
234,478,1917,NULL,NULL
235,478,1918,NULL,NULL
236,478,1919,NULL,NULL
237,478,1920,NULL,NULL
238,467,1921,NULL,NULL
239,478,1922,NULL,NULL
242,456,1925,NULL,NULL
245,456,1928,NULL,NULL
253,477,1936,NULL,NULL
254,477,1937,NULL,NULL
255,476,1938,NULL,NULL
256,476,1939,NULL,NULL
257,476,1940,NULL,NULL
258,476,1941,NULL,NULL
259,476,1942,NULL,NULL
260,483,1943,NULL,NULL
261,483,1944,NULL,NULL
262,483,1945,NULL,NULL
263,483,1946,NULL,NULL
264,483,1947,NULL,NULL
265,483,1948,NULL,NULL
266,483,1949,NULL,NULL
267,481,1950,NULL,NULL
268,482,1951,NULL,NULL
269,484,1952,NULL,NULL
270,486,1953,NULL,NULL
271,484,1954,NULL,NULL
272,484,1955,NULL,NULL
273,484,1956,NULL,NULL
275,476,1958,NULL,NULL
276,485,1959,NULL,NULL
277,485,1960,NULL,NULL
278,485,1961,NULL,NULL
279,485,1962,NULL,NULL
280,485,1963,NULL,NULL
282,487,1965,NULL,NULL
283,487,1966,NULL,NULL
284,487,1967,NULL,NULL
285,487,1968,NULL,NULL
286,487,1969,NULL,NULL
287,452,1970,NULL,NULL
288,452,1971,NULL,2024-10-23 11:43:07.670
289,450,1972,NULL,NULL
290,450,1973,NULL,NULL
291,450,1974,NULL,NULL
292,450,1975,NULL,NULL
293,450,1976,NULL,NULL
294,450,1977,NULL,NULL
295,450,1978,NULL,2025-08-07 14:24:58.747
296,450,1979,NULL,NULL
297,450,1980,NULL,NULL
298,450,1981,NULL,NULL
299,450,1982,NULL,NULL
300,450,1983,NULL,NULL
301,450,1984,NULL,NULL
302,450,1985,NULL,NULL
303,450,1986,NULL,NULL
304,450,1987,NULL,NULL
305,450,1988,NULL,2025-08-07 14:24:24.860
306,450,1989,NULL,NULL
308,450,1991,NULL,NULL
309,450,1992,NULL,NULL
310,450,1993,NULL,NULL
311,450,1994,NULL,2025-08-07 14:37:40.493
312,450,1995,NULL,NULL
313,450,1996,NULL,NULL
315,450,1998,NULL,NULL
316,450,1999,NULL,NULL
317,450,2000,NULL,NULL
318,450,2001,NULL,NULL
319,450,2002,NULL,NULL
320,450,2003,NULL,NULL
321,450,2004,NULL,NULL
322,450,2005,NULL,NULL
323,450,2006,NULL,NULL
324,450,2007,NULL,NULL
325,450,2008,NULL,NULL
326,450,2009,NULL,NULL
327,450,2010,NULL,NULL
328,450,2011,NULL,NULL
329,450,2012,NULL,NULL
330,450,2013,NULL,NULL
331,450,2014,NULL,NULL
332,450,2015,NULL,NULL
333,450,2016,NULL,NULL
334,450,2017,NULL,NULL
335,450,2018,NULL,NULL
336,450,2019,NULL,NULL
337,450,2020,NULL,NULL
338,450,2021,NULL,NULL
339,450,2022,NULL,NULL
340,450,2023,NULL,NULL
341,452,2024,NULL,NULL
342,489,2025,NULL,NULL
343,489,2026,NULL,NULL
344,489,2027,NULL,NULL
345,490,2028,NULL,2024-05-15 16:10:49.553
346,490,2029,NULL,2024-05-15 17:05:56.993
347,490,2030,NULL,NULL
348,490,2031,NULL,2024-05-15 16:08:36.410
349,490,2032,NULL,2024-05-15 16:08:02.517
350,490,2033,NULL,2024-05-22 15:54:00.207
351,490,2034,NULL,NULL
352,493,2035,NULL,NULL
353,494,2036,NULL,NULL
354,492,2037,NULL,NULL
355,480,2038,NULL,NULL
356,495,2039,NULL,NULL
357,495,2040,NULL,NULL
358,495,2041,NULL,NULL
359,495,2042,NULL,NULL
360,495,2043,NULL,NULL
361,495,2044,NULL,NULL
362,495,2045,NULL,NULL
363,495,2046,NULL,NULL
364,495,2047,NULL,NULL
365,495,2048,NULL,NULL
366,495,2049,NULL,NULL
367,496,2050,NULL,NULL
368,497,2051,NULL,NULL
369,497,2052,NULL,NULL
370,477,2053,NULL,NULL
371,476,2054,NULL,NULL
372,492,2055,NULL,NULL
373,498,2056,NULL,NULL
374,498,2057,NULL,NULL
375,498,2058,NULL,NULL
376,500,2059,NULL,NULL
377,500,2060,NULL,NULL
378,500,2061,NULL,NULL
379,500,2062,NULL,NULL
380,501,2063,NULL,NULL
381,501,2064,NULL,NULL
382,501,2065,NULL,NULL
383,502,2066,NULL,NULL
384,502,2067,NULL,NULL
385,503,2068,NULL,NULL
386,503,2069,NULL,NULL
387,500,2070,NULL,NULL
388,441,2071,NULL,NULL
389,473,2072,NULL,NULL
390,473,2073,NULL,NULL
391,473,2074,NULL,NULL
392,473,2075,NULL,NULL
393,473,2076,NULL,NULL
394,473,2077,NULL,NULL
395,473,2078,NULL,NULL
396,449,2079,NULL,NULL
397,449,2080,NULL,NULL
398,449,2081,NULL,NULL
399,449,2082,NULL,NULL
400,449,2083,NULL,NULL
401,449,2084,NULL,NULL
402,449,2085,NULL,NULL
403,449,2086,NULL,NULL
404,449,2087,NULL,NULL
405,505,2088,NULL,NULL
406,505,2089,NULL,NULL
407,505,2090,NULL,NULL
408,505,2091,NULL,NULL
409,505,2092,NULL,NULL
410,505,2093,NULL,NULL
411,506,2094,NULL,NULL
412,506,2095,NULL,NULL
413,509,2096,NULL,NULL
414,509,2097,NULL,NULL
415,509,2098,NULL,NULL
416,509,2099,NULL,NULL
419,509,2102,NULL,NULL
420,509,2103,NULL,NULL
421,509,2104,NULL,NULL
422,509,2105,NULL,NULL
423,509,2106,NULL,NULL
424,509,2107,NULL,NULL
425,509,2108,NULL,NULL
426,509,2109,NULL,NULL
427,509,2110,NULL,NULL
428,509,2111,NULL,NULL
429,509,2112,NULL,NULL
430,449,2113,NULL,NULL
431,504,2114,NULL,NULL
433,509,2116,NULL,NULL
434,509,2117,NULL,NULL
435,509,2118,NULL,NULL
436,509,2119,NULL,NULL
437,509,2120,NULL,NULL
438,509,2121,NULL,NULL
439,509,2122,NULL,NULL
440,509,2123,NULL,NULL
441,509,2124,NULL,NULL
442,509,2125,NULL,NULL
443,509,2126,NULL,NULL
444,474,2127,NULL,NULL
445,474,2128,NULL,NULL
446,449,2129,NULL,NULL
447,449,2130,NULL,NULL
448,449,2131,NULL,NULL
449,449,2132,NULL,NULL
450,509,2133,NULL,NULL
455,509,2138,NULL,NULL
456,509,2139,NULL,NULL
458,509,2141,NULL,NULL
460,509,2143,NULL,NULL
461,509,2144,NULL,NULL
462,509,2145,NULL,NULL
464,475,2147,NULL,NULL
466,475,2149,NULL,NULL
467,475,2150,NULL,NULL
468,511,2151,NULL,NULL
469,511,2152,NULL,NULL
470,473,2153,NULL,NULL
471,508,2154,NULL,NULL
472,508,2155,NULL,NULL
473,508,2156,NULL,NULL
474,508,2157,NULL,NULL
475,508,2158,NULL,NULL
476,508,2159,NULL,NULL
477,508,2160,NULL,NULL
478,508,2161,NULL,NULL
479,513,2162,NULL,NULL
480,481,2163,NULL,NULL
481,481,2164,NULL,NULL
482,481,2165,NULL,NULL
483,481,2166,NULL,NULL
484,481,2167,NULL,NULL
485,514,2168,NULL,NULL
486,514,2169,NULL,NULL
487,452,2170,NULL,NULL
488,452,2171,NULL,NULL
489,452,2172,NULL,NULL
490,452,2173,NULL,NULL
491,514,2174,NULL,NULL
492,514,2175,NULL,NULL
493,514,2176,NULL,NULL
494,514,2177,NULL,NULL
495,452,2178,NULL,NULL
496,452,2179,NULL,NULL
497,515,2180,NULL,NULL
499,515,2182,NULL,NULL
500,515,2183,NULL,NULL
501,515,2184,NULL,NULL
503,517,2186,NULL,NULL
504,517,2187,NULL,NULL
505,517,2188,NULL,NULL
506,517,2189,NULL,NULL
507,517,2190,NULL,NULL
508,517,2191,NULL,NULL
509,517,2192,NULL,NULL
510,517,2193,NULL,NULL
511,517,2194,NULL,NULL
512,517,2195,NULL,NULL
513,517,2196,NULL,NULL
514,517,2197,NULL,NULL
515,517,2198,NULL,NULL
516,517,2199,NULL,NULL
517,517,2200,NULL,NULL
518,517,2201,NULL,NULL
519,517,2202,NULL,NULL
520,517,2203,NULL,NULL
521,517,2204,NULL,NULL
522,517,2205,NULL,NULL
523,448,2206,NULL,2023-12-13 15:49:17.417
524,448,2207,NULL,2023-12-13 15:49:28.130
525,448,2208,NULL,NULL
526,448,2209,NULL,2024-01-10 08:26:22.393
527,448,2210,NULL,2023-12-13 15:49:34.990
528,448,2211,NULL,NULL
529,515,2212,NULL,NULL
530,448,2213,NULL,NULL
531,515,2214,NULL,NULL
532,515,2215,NULL,NULL
533,448,2216,NULL,2025-09-25 10:23:12.063
534,448,2217,NULL,2025-03-17 12:53:18.580
536,452,2219,NULL,NULL
537,452,2220,NULL,NULL
539,519,2222,NULL,NULL
540,448,2223,NULL,NULL
547,452,2230,NULL,NULL
548,452,2231,NULL,NULL
549,523,2232,NULL,NULL
550,523,2233,NULL,NULL
551,523,2234,NULL,NULL
552,523,2235,NULL,NULL
553,523,2236,NULL,NULL
554,523,2237,NULL,NULL
555,523,2238,NULL,NULL
557,452,2240,NULL,NULL
558,444,2241,NULL,NULL
559,442,2242,NULL,NULL
560,444,2243,NULL,NULL
561,444,2244,NULL,NULL
562,444,2245,NULL,NULL
563,444,2246,NULL,NULL
564,444,2247,NULL,NULL
565,524,2248,NULL,NULL
566,524,2249,NULL,NULL
567,524,2250,NULL,NULL
568,524,2251,NULL,NULL
569,524,2252,NULL,NULL
570,524,2253,NULL,NULL
571,524,2254,NULL,NULL
572,524,2255,NULL,NULL
573,524,2256,NULL,NULL
574,524,2257,NULL,NULL
575,524,2258,NULL,NULL
576,524,2259,NULL,NULL
577,524,2260,NULL,NULL
578,524,2261,NULL,NULL
579,524,2262,NULL,NULL
580,524,2263,NULL,NULL
582,524,2265,NULL,NULL
583,524,2266,NULL,NULL
584,524,2267,NULL,NULL
585,524,2268,NULL,NULL
586,524,2269,NULL,NULL
587,524,2270,NULL,NULL
588,527,2271,NULL,NULL
589,527,2272,NULL,NULL
590,527,2273,NULL,NULL
591,527,2274,NULL,NULL
592,527,2275,NULL,NULL
593,527,2276,NULL,NULL
594,527,2277,NULL,NULL
595,527,2278,NULL,NULL
596,527,2279,NULL,NULL
597,527,2280,NULL,NULL
598,527,2281,NULL,NULL
599,527,2282,NULL,NULL
600,527,2283,NULL,NULL
601,527,2284,NULL,NULL
602,442,2285,NULL,NULL
603,442,2286,NULL,NULL
604,528,2287,NULL,NULL
605,528,2288,NULL,NULL
606,528,2289,NULL,NULL
607,528,2290,NULL,NULL
608,528,2291,NULL,NULL
609,528,2292,NULL,NULL
610,528,2293,NULL,NULL
611,528,2294,NULL,NULL
612,528,2295,NULL,NULL
613,528,2296,NULL,NULL
614,528,2297,NULL,NULL
615,498,2298,NULL,NULL
616,499,2299,NULL,NULL
617,452,2300,NULL,NULL
618,444,2301,NULL,NULL
619,478,2302,NULL,NULL
620,478,2303,NULL,NULL
621,480,2304,NULL,NULL
622,480,2305,NULL,NULL
623,480,2306,NULL,NULL
624,480,2307,NULL,NULL
625,528,2308,NULL,NULL
626,528,2309,NULL,NULL
627,528,2310,NULL,NULL
628,528,2311,NULL,NULL
629,528,2312,NULL,NULL
630,442,2313,NULL,NULL
631,442,2314,NULL,NULL
632,448,2315,NULL,NULL
634,528,2317,NULL,NULL
635,481,2318,NULL,NULL
636,523,2319,NULL,NULL
637,523,2320,NULL,NULL
639,473,2322,NULL,NULL
640,478,2323,NULL,NULL
641,480,2324,NULL,NULL
642,480,2325,NULL,NULL
643,480,2326,NULL,NULL
645,518,2328,NULL,NULL
646,518,2329,NULL,NULL
647,518,2330,NULL,NULL
648,518,2331,NULL,NULL
649,518,2332,NULL,NULL
650,518,2333,NULL,NULL
651,518,2334,NULL,NULL
652,518,2335,NULL,NULL
653,481,2336,NULL,NULL
654,480,2337,NULL,NULL
655,480,2338,NULL,NULL
656,481,2339,NULL,NULL
658,478,2341,NULL,NULL
659,481,2342,NULL,NULL
660,480,2343,NULL,NULL
661,493,2344,NULL,NULL
662,460,2345,NULL,NULL
663,460,2346,NULL,NULL
664,460,2347,NULL,NULL
665,452,2350,NULL,NULL
666,452,2351,NULL,NULL
667,452,2352,NULL,NULL
668,452,2353,NULL,NULL
669,452,2354,NULL,NULL
670,452,2355,NULL,NULL
671,480,2356,NULL,NULL
672,480,2357,NULL,NULL
673,480,2358,NULL,NULL
674,452,2359,NULL,NULL
675,452,2360,NULL,NULL
676,452,2361,NULL,NULL
680,465,2365,NULL,NULL
681,465,2366,NULL,NULL
682,464,2367,NULL,NULL
683,480,2368,NULL,NULL
684,473,2369,NULL,NULL
685,460,2370,NULL,NULL
686,480,2373,NULL,NULL
687,480,2374,NULL,NULL
688,442,2375,NULL,2024-02-16 10:16:29.747
689,452,2376,NULL,NULL
690,452,2377,NULL,NULL
691,452,2378,NULL,NULL
692,460,2379,NULL,NULL
693,531,2380,NULL,NULL
694,531,2381,NULL,NULL
695,531,2382,NULL,NULL
696,531,2383,NULL,NULL
697,460,2384,NULL,NULL
698,531,2385,NULL,NULL
699,531,2386,NULL,NULL
700,531,2387,NULL,NULL
701,531,2388,NULL,NULL
702,531,2389,NULL,NULL
703,531,2390,NULL,NULL
704,531,2391,NULL,NULL
705,531,2392,NULL,NULL
706,531,2393,NULL,NULL
707,531,2394,NULL,NULL
708,531,2395,NULL,NULL
709,531,2396,NULL,NULL
710,531,2397,NULL,NULL
711,531,2398,NULL,NULL
712,531,2399,NULL,NULL
713,531,2400,NULL,NULL
714,531,2401,NULL,NULL
715,531,2402,NULL,NULL
716,531,2403,NULL,NULL
717,531,2404,NULL,NULL
718,531,2405,NULL,NULL
719,531,2406,NULL,NULL
720,531,2407,NULL,NULL
721,531,2408,NULL,NULL
722,531,2409,NULL,NULL
723,531,2410,NULL,NULL
724,531,2411,NULL,NULL
725,531,2412,NULL,NULL
726,531,2413,NULL,NULL
727,531,2414,NULL,NULL
728,531,2415,NULL,NULL
729,531,2416,NULL,NULL
730,531,2417,NULL,NULL
731,531,2418,NULL,NULL
732,531,2419,NULL,NULL
733,531,2420,NULL,NULL
734,531,2421,NULL,NULL
735,531,2422,NULL,NULL
736,531,2423,NULL,NULL
737,531,2424,NULL,NULL
738,531,2425,NULL,NULL
739,531,2426,NULL,NULL
740,531,2427,NULL,NULL
741,531,2428,NULL,NULL
742,531,2429,NULL,NULL
743,531,2430,NULL,NULL
744,531,2431,NULL,NULL
745,531,2432,NULL,NULL
746,531,2433,NULL,NULL
747,531,2434,NULL,NULL
748,531,2435,NULL,NULL
749,531,2436,NULL,NULL
750,531,2437,NULL,NULL
751,531,2438,NULL,NULL
752,531,2439,NULL,NULL
753,531,2440,NULL,NULL
754,531,2441,NULL,NULL
755,531,2442,NULL,NULL
756,531,2443,NULL,NULL
757,531,2444,NULL,NULL
758,531,2445,NULL,NULL
759,531,2446,NULL,NULL
760,531,2447,NULL,NULL
761,531,2448,NULL,NULL
762,531,2449,NULL,NULL
763,531,2450,NULL,NULL
764,531,2451,NULL,NULL
765,531,2452,NULL,NULL
766,531,2453,NULL,NULL
767,531,2454,NULL,2023-09-01 10:13:06.523
768,531,2455,NULL,NULL
769,531,2456,NULL,NULL
770,531,2457,NULL,NULL
771,498,2458,NULL,NULL
772,498,2459,NULL,NULL
773,499,2460,NULL,NULL
774,499,2461,NULL,NULL
775,499,2462,NULL,NULL
776,448,2463,NULL,NULL
777,448,2464,NULL,NULL
778,448,2465,NULL,NULL
779,448,2466,NULL,NULL
780,448,2467,NULL,NULL
781,448,2468,NULL,NULL
782,448,2469,NULL,NULL
783,450,2470,NULL,NULL
788,515,2475,NULL,NULL
792,450,2479,NULL,NULL
793,450,2480,NULL,NULL
794,450,2481,NULL,NULL
795,450,2482,NULL,NULL
796,450,2483,NULL,NULL
797,450,2484,NULL,NULL
798,450,2485,NULL,NULL
799,450,2486,NULL,NULL
800,450,2487,NULL,NULL
801,450,2488,NULL,NULL
802,450,2489,NULL,NULL
803,450,2490,NULL,NULL
804,450,2491,NULL,NULL
805,450,2492,NULL,NULL
806,450,2493,NULL,NULL
807,450,2494,NULL,NULL
808,450,2495,NULL,NULL
809,450,2496,NULL,NULL
810,450,2497,NULL,NULL
811,450,2498,NULL,NULL
812,450,2499,NULL,NULL
813,450,2500,NULL,NULL
814,450,2501,NULL,NULL
815,450,2502,NULL,NULL
816,531,2503,NULL,NULL
817,450,2504,NULL,NULL
818,450,2505,NULL,NULL
819,531,2506,NULL,NULL
820,531,2507,NULL,NULL
821,531,2508,NULL,NULL
822,531,2509,NULL,NULL
823,531,2510,NULL,NULL
824,531,2511,NULL,NULL
825,531,2512,NULL,NULL
826,531,2513,NULL,NULL
827,531,2514,NULL,NULL
828,526,2515,NULL,NULL
831,531,2518,NULL,NULL
833,531,2520,NULL,NULL
837,531,2524,NULL,NULL
840,531,2527,NULL,NULL
843,531,2530,NULL,NULL
845,531,2532,NULL,NULL
847,531,2534,NULL,NULL
854,531,2541,NULL,NULL
855,531,2542,NULL,NULL
856,526,2543,NULL,NULL
857,526,2544,NULL,NULL
858,531,2545,NULL,NULL
859,526,2546,NULL,NULL
860,526,2547,NULL,NULL
861,526,2548,NULL,NULL
862,526,2549,NULL,NULL
863,526,2550,NULL,NULL
864,526,2551,NULL,NULL
865,526,2552,NULL,NULL
866,526,2553,NULL,NULL
867,526,2554,NULL,NULL
868,465,2555,NULL,NULL
869,526,2556,NULL,NULL
870,526,2557,NULL,NULL
871,526,2558,NULL,NULL
872,526,2559,NULL,NULL
873,526,2560,NULL,NULL
874,526,2561,NULL,NULL
875,526,2562,NULL,NULL
876,526,2563,NULL,NULL
877,526,2564,NULL,NULL
878,526,2565,NULL,NULL
879,526,2566,NULL,NULL
880,526,2567,NULL,NULL
881,526,2568,NULL,NULL
882,526,2569,NULL,NULL
883,526,2570,NULL,NULL
884,526,2571,NULL,NULL
885,526,2572,NULL,NULL
886,526,2573,NULL,NULL
887,526,2574,NULL,NULL
888,526,2575,NULL,NULL
889,526,2576,NULL,NULL
890,526,2577,NULL,NULL
891,526,2578,NULL,NULL
892,526,2579,NULL,NULL
893,526,2580,NULL,NULL
894,526,2581,NULL,NULL
895,526,2582,NULL,NULL
897,452,2584,NULL,NULL
898,452,2585,NULL,NULL
899,452,2586,NULL,NULL
900,452,2587,NULL,NULL
901,531,2588,NULL,NULL
902,531,2589,NULL,NULL
903,531,2590,NULL,NULL
904,531,2591,NULL,NULL
905,531,2592,NULL,NULL
906,531,2593,NULL,NULL
907,531,2594,NULL,NULL
908,531,2595,NULL,NULL
909,531,2596,NULL,NULL
910,531,2597,NULL,NULL
911,531,2598,NULL,NULL
912,531,2599,NULL,NULL
913,531,2600,NULL,NULL
914,531,2601,NULL,NULL
915,531,2602,NULL,NULL
916,531,2603,NULL,NULL
917,531,2604,NULL,NULL
918,531,2605,NULL,NULL
919,531,2606,NULL,NULL
920,526,2607,NULL,NULL
921,531,2608,NULL,NULL
922,531,2609,NULL,NULL
923,526,2610,NULL,NULL
924,522,2611,NULL,NULL
925,522,2612,NULL,NULL
926,531,2613,NULL,NULL
927,522,2614,NULL,NULL
928,531,2615,NULL,NULL
929,522,2616,NULL,NULL
930,531,2617,NULL,NULL
931,522,2618,NULL,NULL
932,531,2619,NULL,NULL
933,522,2620,NULL,NULL
934,531,2621,NULL,NULL
935,522,2622,NULL,NULL
936,526,2623,NULL,NULL
937,526,2624,NULL,NULL
938,531,2625,NULL,NULL
939,522,2626,NULL,NULL
940,531,2627,NULL,NULL
941,531,2628,NULL,NULL
942,522,2629,NULL,NULL
943,531,2630,NULL,NULL
944,522,2631,NULL,NULL
945,531,2632,NULL,NULL
946,522,2633,NULL,NULL
947,522,2634,NULL,NULL
948,522,2635,NULL,NULL
949,526,2636,NULL,NULL
950,526,2637,NULL,NULL
951,526,2638,NULL,NULL
952,526,2639,NULL,NULL
953,526,2640,NULL,NULL
954,525,2641,NULL,NULL
955,525,2642,NULL,NULL
956,526,2643,NULL,NULL
957,526,2644,NULL,NULL
958,526,2645,NULL,NULL
959,526,2646,NULL,NULL
960,526,2647,NULL,NULL
961,526,2648,NULL,NULL
962,526,2649,NULL,NULL
963,526,2650,NULL,NULL
964,526,2651,NULL,NULL
965,526,2652,NULL,NULL
966,464,2653,NULL,NULL
967,526,2654,NULL,NULL
968,526,2655,NULL,NULL
969,526,2656,NULL,NULL
970,526,2657,NULL,NULL
971,526,2658,NULL,NULL
972,526,2659,NULL,NULL
973,526,2660,NULL,NULL
974,526,2661,NULL,NULL
975,526,2662,NULL,NULL
976,526,2663,NULL,NULL
977,526,2664,NULL,NULL
978,526,2665,NULL,NULL
979,526,2666,NULL,NULL
980,526,2667,NULL,NULL
981,526,2668,NULL,NULL
982,526,2669,NULL,NULL
983,526,2670,NULL,NULL
984,526,2671,NULL,NULL
985,526,2672,NULL,NULL
986,526,2673,NULL,NULL
987,526,2674,NULL,NULL
988,526,2675,NULL,NULL
989,526,2676,NULL,NULL
990,526,2677,NULL,NULL
991,449,2678,NULL,NULL
992,526,2679,NULL,NULL
993,526,2680,NULL,NULL
994,526,2681,NULL,NULL
995,526,2682,NULL,NULL
996,526,2683,NULL,NULL
997,526,2684,NULL,NULL
998,526,2685,NULL,NULL
999,526,2686,NULL,NULL
1000,526,2687,NULL,NULL
1001,526,2688,NULL,NULL
1002,526,2689,NULL,NULL
1003,526,2690,NULL,NULL
1004,526,2691,NULL,NULL
1005,526,2692,NULL,NULL
1006,526,2693,NULL,NULL
